nan,2,2
0.05051232248886781,2,3
0.08906487958069878,2,4
-0.13640839091046064,2,5
-0.1461024395337636,2,6
-0.0852202259524027,2,7
-0.08030202122583312,2,8
-0.04230377691168586,2,9
-0.02141607374608995,2,10
-0.051749044381336706,2,11
-0.21044372837348088,2,12
-0.10212932882038986,2,13
-0.04192531947861152,2,14
0.034968067034953865,3,2
-0.01615873487084818,3,3
-0.05305383301775883,3,4
-0.04998619437828202,3,5
-0.1235038751101574,3,6
-0.02366785887836201,3,7
-0.08398929971483265,3,8
-0.11680069365444622,3,9
-0.08751232461170215,3,10
-0.0427239102509242,3,11
-0.03422539122269391,3,12
0.004446829661233731,3,13
0.006718110716290549,3,14
-0.02016418936345669,4,2
-0.048456066941594864,4,3
-0.1071413537446698,4,4
-0.10094221975774845,4,5
-0.09145599243769939,4,6
0.007960005753702721,4,7
0.03915242881762114,4,8
-0.029062552680975524,4,9
0.0009208674398741458,4,10
0.0053798061158659705,4,11
0.006049749196026258,4,12
0.03799058577660289,4,13
0.038985274648473754,4,14
-0.06609855724721925,5,2
-0.08530115828540123,5,3
-0.10697651009309651,5,4
-0.09021576948484678,5,5
-0.08653454472246337,5,6
-0.03368347981065873,5,7
0.010890164000276238,5,8
-0.06726160351404026,5,9
-0.0004185190523411494,5,10
0.013174646362614117,5,11
-0.00241735436982638,5,12
0.025557632400479667,5,13
0.03661333342126253,5,14
-0.07122410865458259,6,2
-0.08994089588812967,6,3
-0.12261738960506426,6,4
-0.11608501413412627,6,5
-0.07650935858642534,6,6
-0.03586316234297744,6,7
-0.011510320146081774,6,8
-0.0657076365209298,6,9
-0.00470494662760546,6,10
0.0135124046112745,6,11
0.012909546651781794,6,12
-0.01025141717323883,6,13
0.00857931633360761,6,14
