nan,2,2
0.14629078613258414,2,3
0.06967548130944617,2,4
-0.1368264403410488,2,5
0.04935188389736196,2,6
0.01204902634086378,2,7
0.18391189856111484,2,8
0.18391189856111484,2,9
-0.20691385601086662,2,10
-0.08528999480698905,2,11
-0.08528999480698905,2,12
-0.08528999480698905,2,13
0.12669150471022522,2,14
0.023716366636812203,3,2
-0.004067089202981309,3,3
-0.023271032955772666,3,4
-0.03784261255514456,3,5
-0.08549058378112595,3,6
-0.1057430831101687,3,7
0.02608853459822858,3,8
0.02608853459822858,3,9
0.004385722455181457,3,10
0.004385722455181457,3,11
0.004385722455181457,3,12
-0.02459026360945673,3,13
0.014238588532185981,3,14
-0.029416739507256106,4,2
-0.06295893891167975,4,3
-0.0656463967112915,4,4
-0.06037493668419348,4,5
-0.06424080737396647,4,6
0.040797723344873804,4,7
-0.048271131412609955,4,8
-0.048271131412609955,4,9
-0.0019172805469273718,4,10
-0.0019172805469273718,4,11
-0.0019172805469273718,4,12
0.05387242396311037,4,13
0.036653335093001845,4,14
-0.06783599433969192,5,2
-0.09044009170977711,5,3
-0.07039534932987404,5,4
-0.0957567402192173,5,5
-0.036686572503519005,5,6
-0.021261892479761454,5,7
-0.06659195382354395,5,8
-0.07982544409235867,5,9
0.02012347218178055,5,10
0.009838781690081452,5,11
0.012861318467488113,5,12
0.033092978326147826,5,13
0.008730311917784513,5,14
-0.07732263492798856,6,2
-0.1181724621314455,6,3
-0.09096987212257795,6,4
-0.08448071264691434,6,5
-0.041834670165848735,6,6
-0.017080554912483354,6,7
-0.051568115113719774,6,8
-0.07476981189889222,6,9
0.033106350514882574,6,10
0.032474869704154266,6,11
0.016073674667382458,6,12
0.01455374757112152,6,13
-0.039837255493436204,6,14
